Total Reward
4888.280296696817
-67110.49039777582
-53084.98855106533
-39410.40584803708
-66190.01681212898
-75663.39642447789
-57620.40685511867
-37932.31169159929
-138153.03434335176
-115212.21541128722
-136539.41122028526
-55270.48009136386
-69017.24983794648
-62991.004558171626
-73134.27491856918
-38508.69476552321
146257.40101425975
-59208.86853410779
-6595.225110998747
-41038.89007368947
-53207.333656333896
17252.55301364234
-90827.24534514517
-77686.09762682316
-26032.87190747828
-92733.43856499856
-2948.510417860143
-36120.68689071074
-82208.96295779917
-34544.130363943346
-98763.02812464614
-51196.843479406896
-41952.31782288764
-111713.23957637128
-111656.26966923241
-94285.4094952121
-13422.55261797104
-43871.494374833674
-86307.77288323733
-38846.741410481314
-131720.9140495574
-108331.49383987495
-85918.1645293217
-102911.29841232051
2350.0659499207286
4832.291492282716
-55668.463910949766
282836.717096462
-117912.42205244051
-37981.96277509823
-51667.023352055076
-85521.92534373845
-15258.235434801645
-105186.41916073323
-32521.0957072258
-60131.41292128082
-68509.89884638536
-55309.854183921874
-98171.95116000265
-93547.0956481116
-52053.91496650456
-83391.36187050871
-115890.34497673763
-56209.36747498293
-49231.04644411285
-48433.375263037415
-81098.47577419436
-95003.4506623524
-92339.59678064338
-135381.00359569472
-60108.80500218252
-43114.322699646626
-85065.33401017993
-22228.798526253042
-102801.81468215452
-105200.90309789398
-49113.45023818017
-93237.13850437239
-72230.13244090046
-18526.538314535544
-85604.05666133288
-77007.1988037526
-55752.07912721961
-110625.9874340207
-98075.11995327317
-39005.068400612196
410678.1587916236
-84794.76693009581
-74749.33923744837
-103564.27514452234
-69029.59248261189
-81710.33689330326
-103147.03615010896
-105212.82494519124
-267.49350930866876
-107359.4837334207
83512.44966771487
-130393.13564345849
-98317.18397064862
-81786.17057125352
-44045.63028888218
53914.45910464948
-114309.38035284608
-40197.45617782546
-116869.65008691474
-92363.51570600853
-103106.6187051657
-108685.04741330743
-95753.36978306422
-63332.0613511473
-45869.04843650635
-13011.793949145704
-86117.26714597527
-60019.66370171649
-66104.55770610887
-49049.947675393516
-88004.8869898209
-91204.32469294255
-55159.574303512825
-79261.23000979218
-97434.04748694567
-98345.38482293667
-63912.254839563604
100825.24325662258
-53829.73984870931
-30167.279546266174
-51146.33842238724
-86084.06468207065
-73320.8489280498
-52963.6796328644
-96787.31163547943
-118784.99545890345
-31080.54737888664
-52164.80890187596
-72267.94074284917
57275.73023763581
-69735.94067479033
-44419.032702960176
-44861.25853806471
-79975.50237437472
-53686.796405751586
-72179.61105409506
-93269.12292454293
-92312.73032421582
-45228.831579278994
-107857.08959418916
-60502.63179968974
-6936.952692322636
-101578.88363337035
-83067.79026384838
-113954.77812851874
-70661.51099463178
-99036.30735517609
-86533.9414132913
-50943.252906586415
-73426.09493115342
-132605.95022647374
-66364.34688797781
-68559.77531087604
-95915.34775367602
-61322.65368977059
-69290.78322660437
-83203.64715540737
-52157.25984111618
-102474.64113601352
-50570.45868223597
-7596.496543050016
9149.675221305417
-87293.52166750049
-40082.251299146315
-118493.63121771625
8383.105849760972
-58305.876259831755
-44962.15118473386
-82785.83932917619
-78950.58326631463
-53732.71930018299
-115338.43502633375
-100984.614983026
-110541.71575020136
-102490.79221447751
-87907.10575556164
-129121.71764729786
-111786.0105434484
-14406.385490428736
-84319.79787975548
-56918.71925007906
-88931.5070107176
-16530.197643326843
-21144.074653106694
-86936.29873675932
-88338.49669058225
-31888.637550636984
-84465.43027454069
-84288.85641913966
-51243.612170597626
-94549.96544397075
-78699.59493042258
-93341.65961969241
-106623.22551577844
-115843.19981080478
-123987.26772173305
-96688.54777975447
-43522.685190545875
-133007.82241466906
-27591.757584901767
-66114.55589973489
-41050.598453682585
-133745.9268158838
-107312.98113147632
35660.926269867756
7258.505379026696
-108300.71857146082
-74773.33304885357
-103465.55700211742
-99002.2807885873
-19793.112004537517
-52266.63325500515
-58026.0854251619
-46118.08450441476
-82067.57283363638
-127181.6435112171
110540.79855681036
-87374.09947005275
-52346.36312918733
-65272.731812039136
-104183.26293939025
-93074.0460457453
-70532.8202308164
-59146.88644131823
-82428.52610650891
-102324.61718680627
-91612.86015217405
-60206.12348891635
-46569.336994329766
-40198.73592701707
-90960.85346214077
-80566.56469923652
-68818.09505497357
-5196.911736616592
-64949.53742902183
-97211.10725539605
-61695.15478012911
-72323.22084602833
-97668.33997889678
-64703.42033077711
-70227.22638206348
-90751.27429974699
-96271.86578517867
25590.4264255593
-78324.05655339664
-104952.09500448883
-105545.07280642117
-55539.05442562946
-80426.40987155744
-77902.05893712101
-126600.12686774011
-72592.59024544254
-19884.28513347942
-42257.64526119288
-114834.68812449258
-18988.25837505374
-64190.44914655498
-93286.13486704939
-69204.84118346593
-68191.12858719044
-91552.42291653973
96137.98603856069
-99532.61402996094
17356.120843192253
-47462.98073752473
-112546.64263542987
-58069.529790525376
-26973.99365529915
-107791.05859631566
-58765.99360702582
-58752.56908649884
-47476.19564823338
-91473.87909531829
-101501.57812110019
-101891.00647626683
-45249.94112864414
-139842.15658996993
-81132.43178018415
-48948.37982441172
-70555.20514531582
-75660.5179046281
-69155.34685400363
-46493.68719855709
-17183.279852305906
-49134.25467571948
-91699.65559729339
118392.24671604577
-127999.23924659289
-76512.56788214364
-62096.63445660683
-32762.650787050756
-96847.92294260132
-51886.96346178203
-81761.36282495767
