Total Reward
28947.405880890736
12704.651506597722
33658.140726987505
3355.28831236193
25540.32849719744
17598.493954965183
72926.25975792509
-23024.63529125923
43864.07540556163
4280.236878053597
2593.520161544595
-6692.459560948003
48469.963704673544
-51641.371531649806
-15962.623505813372
-37487.97498856405
-17581.863367222057
99240.4813319215
64774.410434413905
79627.71581496323
-5895.835650379975
67118.97297800332
24220.020162204986
23043.98231133814
63002.739135860735
138597.49936541432
72295.68851630088
342757.0922269618
66449.64894273394
53829.73966772144
94875.66874838494
91204.72006337531
45370.864575476524
76177.52557888928
1392553.0312976334
38525.10363216426
80502.25901933188
48130.61926646824
52016.455612022226
58451.80424192818
66583.62454258499
218166.62491788954
43327.48818304434
72781.99134321815
18621.339219491136
74717.65729619455
249364.62030278388
101421.55719644463
1574614.6667718105
146674.01857872703
173309.1815294526
1054357.5919122656
504979.313518032
157802.02036153324
1049765.5651152886
165436.8584372457
261874.70339203515
160448.35954249633
1075487.6655492682
31651.492155553828
91979.11616542484
28303.606965769686
46334.62696688003
65367.239570332255
19525.30103951329
7406.054309175837
51814.48758399286
40131.79165245266
171002.46553200993
44711.331410782914
84121.6024227962
2220.551114872846
48312.943326405046
14522.92327939552
38617.49581320959
36482.240251373565
40962.52753305344
93427.9710853644
89026.94611101097
32478.391027405592
44418.93446665978
67153.34929924189
45357.56708189037
61966.16239576062
78616.39170484059
15037.235223280499
7395.31714877004
-22621.618001117487
76249.94053845062
138593.64969521438
21368.314078017578
65640.00892907713
-17287.910073564184
51504.02133268966
39786.85674357124
133629.64052228138
56840.68214810093
49481.95192740577
146593.44274073775
193496.0519924413
38881.92628776865
19803.010764247316
15705.391730176747
50336.26119138052
63245.98621144687
45761.78485872347
850.6351441150442
52136.74624348954
17481.720675984787
68805.07418899384
210428.106731513
135975.62842591864
286412.9507391988
29590.08840617536
146818.92727512468
46012.10737569531
91926.56962761702
57835.3630626403
29003.365526974507
237350.24602804883
24656.747878931958
267395.4875709127
4635.308959101982
40037.7952335222
128819.89027424298
407780.66919479426
22154.787633335345
144818.79503330222
62836.17580754078
151385.1148421667
39057.05763711453
14174.329528573184
65536.49613058972
90744.45135206166
105267.21701119975
16799.497536394138
-9748.668586280994
44171.23638339341
178620.23502980443
13815.114597294672
-21114.419655764043
25269.24481868253
182470.22984030368
32501.671996206886
156938.99819935305
20924.667875537554
38451.519804200645
32420.905498325083
66816.97848578784
24221.04132361037
65367.959297947506
49058.98599070159
30650.567738321704
12657.198483547443
54025.511870272494
28812.37801943161
63163.95944793606
1784.3553427584711
67316.96284592921
34506.10124677658
1915.6247786849153
127604.50720193336
104014.01652376483
103450.21116503523
77721.47111991033
66784.06531913677
98168.04801129494
104098.20562961049
8457.523608536501
104090.39295935747
104612.00840240605
28828.2183797604
96352.99139264443
13369.413277170841
99657.65116798767
108426.92081636468
95364.96711756295
98344.27054142152
86488.06084296817
75808.17700769957
107781.34738037335
109829.95881954941
107449.07845975072
98067.39527460154
65167.08384835948
107248.587639509
101629.35629279853
89013.67449389218
94837.56669118915
105252.32098451839
98037.40325086135
103813.79265465858
102072.51787786362
101610.26549858555
102694.2682582097
108725.19766839853
108982.73290708284
106056.01510079963
100156.0154087273
110853.15347054951
35880.340572272
80698.314156762
104948.57778115122
105872.9700376506
92761.34172740333
72472.10759115803
106309.7931767961
98072.76028866485
110389.9561722109
68850.9761390619
45198.74947722169
103995.79920222607
101897.46618572206
54661.301103228434
8272.843648934348
77866.37804335142
39689.11187131022
41663.42924385558
70605.74716392026
93053.985690714
107730.99488372066
99225.90110974546
105786.68782816843
106931.29608506312
48896.71609744093
-30179.167879922832
36344.487186966995
73526.22782431732
78215.30510005118
73388.27189577323
68694.02069843962
96335.81982781453
100664.50895076862
106703.27828343143
104894.793944155
113042.72441302301
109607.97911135246
105310.29508061058
94805.84026197447
108944.3861715415
113517.89729470105
108677.78379430741
111580.39443855334
70498.07562065501
106915.56498769102
109163.31816100504
112058.71809238955
109792.44129928917
104870.28462255016
110373.69476683113
108727.39661380535
109499.49296402831
78024.45918185763
110429.52998410289
111555.83757238855
110068.14953910705
109538.85446466751
99512.06269228112
111802.90420459176
107856.91631796618
105852.81602858454
107921.85782157103
102573.0932367963
86447.19353930467
27120.653070403707
104126.78905030401
112826.53030032292
109945.12634578878
79309.77509657091
110787.83080254364
60244.53176003608
112649.46508694626
111972.35175861452
104120.81308897324
57843.80697588158
110255.87158017686
79270.83198115934
83936.31012088986
98560.92341606686
73949.39318574655
50002.14781566271
111610.91994082331
108754.86738736366
84161.58419237901
80789.11194583312
97858.52715272689
106852.4563288555
94689.18293150207
32805.39326902101
85301.24491559935
113849.70669879975
103159.97137186328
78158.59073636266
104746.57412492085
88079.04897089426
90354.6033789126
108532.88467754373
66956.34760198707
63042.466784420234
98342.25424581193
51241.29198931964
89445.60146134105
99333.95561743733
45312.205660116866
102724.78414566687
90888.84875361074
61508.684169874046
77080.4463534519
84306.23246087227
99952.33982977737
105092.8476567397
88759.0679121958
89002.45214844968
22588.90406144941
113513.97116360553
101180.0426480494
108282.41050946777
106684.67742660377
111301.84513813297
91079.86951536212
58246.93097959911
82600.05646625339
99234.89226735268
102932.48973807794
93512.22762021248
87359.03236820054
96882.49972109191
107075.32942982674
98672.08067034
109060.04649266416
89465.06252595449
114046.27616470806
87942.88881468758
89746.78786760964
87097.04671125716
61736.54178069693
96284.87974953577
106423.28863191734
42198.041677919
110803.69023704492
82468.57904942782
111074.84198806658
108660.36253714669
102073.17859830141
52279.277340294146
38375.915429477274
13271.674579635335
86186.0310762282
87540.38952448014
82041.52669090503
84516.49203321808
60244.64415600802
103017.36303891287
75623.23923657069
110528.6854995755
54803.72396646383
67717.87312738734
110025.39519108202
57722.22298252655
111151.92098025468
98078.32132728242
91185.1985198093
90172.10578575922
81606.90880022949
97263.89224404762
99120.78227250554
48323.09265284813
6993.858389072361
48027.35283972338
57931.75188373977
85460.16693304035
